ts,id,value,label
1587640889618,pump-1,17.158073, 0
1587640892999,pump-2,13.672627, 0
1587640894617,pump-1,16.442799, 0
1587640897999,pump-2,13.908051, 0
1587640899618,pump-1,14.985618, 0
1587640902999,pump-2,15.703626, 0
1587640904617,pump-1,13.110522, 0
1587640907999,pump-2,17.214436, 0
1587640909617,pump-1,12.413659, 0
1587640912999,pump-2,17.310059, 0
1587640914618,pump-1,11.047131, 0
1587640917999,pump-2,17.499873, 0
1587640919617,pump-1,9.706778, 0
1587640922999,pump-2,17.522266, 0
1587640924617,pump-1,10.731597, 0
1587640927999,pump-2,18.510034, 0
1587640929617,pump-1,11.817568, 0
1587640932999,pump-2,17.447840, 0
1587640934619,pump-1,11.863296, 0
1587640937999,pump-2,16.525615, 0
1587640939617,pump-1,12.196805, 0
1587640942999,pump-2,14.662343, 0
1587640944617,pump-1,13.850540, 0
1587640947999,pump-2,13.985002, 0
1587640949617,pump-1,15.349217, 0
1587640953005,pump-2,13.724377, 0
1587640954617,pump-1,15.956714, 0
1587640957999,pump-2,11.906397, 0
1587640959617,pump-1,16.768924, 0
1587640962999,pump-2,10.767453, 0
1587640964617,pump-1,16.985902, 0
1587640967999,pump-2,9.234967, 0
1587640969617,pump-1,17.006497, 0
1587640972999,pump-2,10.957069, 0
1587640974617,pump-1,15.508431, 0
1587640977999,pump-2,29.727718, 1
1587640979617,pump-1,14.691133, 0
1587640982999,pump-2,13.528270, 0
1587640984617,pump-1,13.622232, 0
1587640987999,pump-2,14.023981, 0
1587640989617,pump-1,12.700603, 0
1587640992999,pump-2,14.968106, 0
1587640994617,pump-1,11.176675, 0
1587640997999,pump-2,16.420162, 0
1587640999617,pump-1,10.353632, 0
1587641002999,pump-2,17.410048, 0
1587641004617,pump-1,8.590011, 0
1587641007999,pump-2,19.313172, 0
1587641009617,pump-1,10.517173, 0
1587641012999,pump-2,18.432319, 0
1587641014617,pump-1,11.514577, 0
1587641017999,pump-2,17.913589, 0
1587641019617,pump-1,12.767237, 0
1587641022999,pump-2,17.752608, 0
1587641024618,pump-1,13.194699, 0
1587641027999,pump-2,16.491809, 0
1587641029617,pump-1,14.806792, 0
1587641032999,pump-2,15.829121, 0
1587641034617,pump-1,16.603018, 0
1587641037999,pump-2,14.126080, 0
1587641039617,pump-1,16.883135, 0
1587641042999,pump-2,13.582550, 0
1587641044617,pump-1,18.836762, 0
1587641047999,pump-2,13.152589, 0
1587641049617,pump-1,18.461253, 0
1587641052999,pump-2,12.150408, 0
1587641054617,pump-1,17.233950, 0
1587641057999,pump-2,10.161808, 0
1587641059617,pump-1,16.246621, 0
1587641062999,pump-2,9.585404, 0
1587641064617,pump-1,14.640216, 0
1587641067999,pump-2,11.246766, 0
1587641069617,pump-1,13.688733, 0
1587641072999,pump-2,12.152476, 0
1587641074617,pump-1,12.407744, 0
1587641077999,pump-2,32.731934, 1
1587641079617,pump-1,11.063815, 0
1587641082999,pump-2,13.946318, 0
1587641084617,pump-1,9.353136, 0
1587641087999,pump-2,15.115671, 0
1587641089617,pump-1,10.849422, 0
1587641092999,pump-2,16.917057, 0
1587641094618,pump-1,11.329878, 0
1587641097999,pump-2,17.439881, 0
1587641099617,pump-1,11.762319, 0
1587641102999,pump-2,17.667087, 0
1587641104617,pump-1,12.489184, 0
1587641107999,pump-2,18.533842, 0
1587641109618,pump-1,13.789552, 0
1587641112999,pump-2,16.843729, 0
1587641114617,pump-1,14.337618, 0
1587641118009,pump-2,16.022627, 0
1587641119617,pump-1,15.259762, 0
1587641122999,pump-2,15.796639, 0
1587641124617,pump-1,16.084891, 0
1587641127999,pump-2,14.758895, 0
1587641129617,pump-1,16.915332, 0
1587641132999,pump-2,14.250260, 0
1587641134618,pump-1,17.608415, 0
1587641137999,pump-2,12.311494, 0
1587641139617,pump-1,16.244401, 0
1587641142999,pump-2,11.060709, 0
1587641144617,pump-1,14.912587, 0
1587641148000,pump-2,10.875900, 0
1587641149617,pump-1,13.171428, 0
1587641152999,pump-2,10.556105, 0
1587641154617,pump-1,11.609046, 0
1587641157999,pump-2,10.360144, 0
1587641159617,pump-1,11.378149, 0
1587641162999,pump-2,9.694035, 0
1587641164624,pump-1,9.799493, 0
1587641167999,pump-2,11.674143, 0
1587641169617,pump-1,10.877805, 0
1587641172999,pump-2,13.160470, 0
1587641174617,pump-1,12.156633, 0
1587641178012,pump-2,35.106184, 1
1587641179617,pump-1,13.678226, 0
1587641182999,pump-2,14.209811, 0
1587641184617,pump-1,15.565539, 0
1587641187999,pump-2,14.934863, 0
1587641189617,pump-1,16.044709, 0
1587641192999,pump-2,15.340169, 0
1587641194617,pump-1,17.842760, 0
1587641197999,pump-2,16.221066, 0
1587641199617,pump-1,16.902131, 0
1587641202999,pump-2,17.960427, 0
1587641204617,pump-1,15.330660, 0
1587641207999,pump-2,19.193456, 0
1587641209617,pump-1,14.240810, 0
1587641212999,pump-2,17.975989, 0
1587641214617,pump-1,14.037606, 0
1587641217999,pump-2,16.060513, 0
1587641219617,pump-1,13.639235, 0
1587641222999,pump-2,14.908814, 0
1587641224618,pump-1,12.935627, 0
1587641227999,pump-2,14.360385, 0
1587641229617,pump-1,12.646040, 0
1587641232999,pump-2,13.121724, 0
1587641234617,pump-1,11.101233, 0
1587641237999,pump-2,11.677069, 0
1587641239617,pump-1,10.296374, 0
1587641242999,pump-2,11.180630, 0
1587641244618,pump-1,8.519754, 0
1587641247999,pump-2,10.692404, 0
1587641249618,pump-1,8.671313, 0
1587641252999,pump-2,9.721594, 0
1587641254617,pump-1,9.129209, 0
1587641257999,pump-2,10.483626, 0
1587641259617,pump-1,10.829487, 0
1587641262999,pump-2,10.664794, 0
1587641264617,pump-1,11.950104, 0
1587641267999,pump-2,11.731597, 0
1587641269618,pump-1,13.660659, 0
1587641272999,pump-2,13.223528, 0
1587641274617,pump-1,13.986546, 0
1587641278000,pump-2,37.728148, 1
1587641279618,pump-1,15.077950, 0
1587641282999,pump-2,17.027241, 0
1587641284617,pump-1,16.284610, 0
1587641287999,pump-2,18.656345, 0
1587641289618,pump-1,17.947550, 0
1587641292999,pump-2,16.929933, 0
1587641294617,pump-1,17.576552, 0
1587641298000,pump-2,15.176542, 0
1587641299617,pump-1,16.879004, 0
1587641302999,pump-2,14.136356, 0
1587641304617,pump-1,14.923281, 0
1587641307999,pump-2,12.418894, 0
1587641309617,pump-1,12.994668, 0
1587641312999,pump-2,11.048265, 0
1587641314618,pump-1,12.685908, 0
1587641317999,pump-2,9.430799, 0
1587641319617,pump-1,11.655421, 0
1587641322999,pump-2,11.146067, 0
1587641324617,pump-1,10.050974, 0
1587641327999,pump-2,12.738098, 0
1587641329617,pump-1,9.081054, 0
1587641332999,pump-2,14.276477, 0
1587641334618,pump-1,10.184627, 0
1587641337999,pump-2,15.151681, 0
1587641339617,pump-1,11.460246, 0
1587641342999,pump-2,16.665188, 0
1587641344618,pump-1,12.754537, 0
1587641347999,pump-2,18.017179, 0
1587641349617,pump-1,14.267229, 0
1587641352999,pump-2,17.507339, 0
1587641354617,pump-1,15.819251, 0
1587641357999,pump-2,16.838495, 0
1587641359617,pump-1,16.568827, 0
1587641362999,pump-2,16.019393, 0
1587641364617,pump-1,17.951291, 0
1587641367999,pump-2,15.109337, 0
1587641369617,pump-1,17.812767, 0
1587641373000,pump-2,14.944328, 0
1587641374617,pump-1,16.846645, 0
1587641377999,pump-2,32.943347, 1
1587641379617,pump-1,15.890581, 0
1587641382999,pump-2,12.566786, 0
1587641384618,pump-1,14.731449, 0
1587641387999,pump-2,12.473726, 0
1587641389618,pump-1,14.213845, 0
1587641392999,pump-2,11.740279, 0
1587641394617,pump-1,14.105021, 0
1587641397999,pump-2,11.582118, 0
1587641399617,pump-1,13.076799, 0
1587641402999,pump-2,10.720403, 0
1587641404618,pump-1,12.989268, 0
1587641407999,pump-2,9.299952, 0
1587641409617,pump-1,12.040688, 0
1587641412999,pump-2,10.670016, 0
1587641414617,pump-1,10.709258, 0
1587641417999,pump-2,11.209309, 0
1587641419617,pump-1,9.126626, 0
1587641422999,pump-2,12.391433, 0
1587641424617,pump-1,9.800743, 0
1587641428003,pump-2,12.506676, 0
1587641429617,pump-1,10.820974, 0
1587641432999,pump-2,14.504164, 0
1587641434617,pump-1,12.659990, 0
1587641437999,pump-2,16.494494, 0
1587641439617,pump-1,14.438215, 0
1587641442999,pump-2,16.691671, 0
1587641444617,pump-1,15.272594, 0
1587641447999,pump-2,17.945807, 0
1587641449617,pump-1,15.315351, 0
1587641452999,pump-2,18.399446, 0
1587641454617,pump-1,16.190561, 0
1587641457999,pump-2,16.530196, 0
1587641459617,pump-1,16.695930, 0
1587641462999,pump-2,15.445782, 0
1587641464617,pump-1,17.287305, 0
1587641467999,pump-2,15.113561, 0
1587641469618,pump-1,17.110084, 0
1587641472999,pump-2,13.943119, 0
1587641474618,pump-1,15.985535, 0
1587641477999,pump-2,31.805178, 1
1587641479617,pump-1,14.378272, 0
1587641482999,pump-2,11.609774, 0
1587641484617,pump-1,13.484240, 0
1587641488002,pump-2,10.684570, 0
1587641489617,pump-1,13.011328, 0
1587641492999,pump-2,9.909870, 0
1587641494617,pump-1,12.515569, 0
1587641497999,pump-2,10.085285, 0
1587641499618,pump-1,11.547531, 0
1587641502999,pump-2,10.658364, 0
1587641504617,pump-1,10.487832, 0
1587641507999,pump-2,12.512284, 0
1587641509617,pump-1,9.893975, 0
1587641512999,pump-2,14.046128, 0
1587641514618,pump-1,10.775788, 0
1587641518000,pump-2,14.391388, 0
1587641519618,pump-1,11.285672, 0
1587641522999,pump-2,15.571335, 0
1587641524618,pump-1,12.504307, 0
1587641527999,pump-2,17.200661, 0
1587641529617,pump-1,13.587007, 0
1587641532999,pump-2,17.889645, 0
1587641534617,pump-1,13.739595, 0
1587641537999,pump-2,18.598415, 0
1587641539617,pump-1,14.841744, 0
1587641542999,pump-2,16.838067, 0
1587641544617,pump-1,15.275582, 0
1587641547999,pump-2,16.124210, 0
1587641549617,pump-1,15.297343, 0
1587641552999,pump-2,14.292766, 0
1587641554617,pump-1,16.152678, 0
1587641557999,pump-2,12.942030, 0
1587641559617,pump-1,17.620249, 0
1587641562999,pump-2,11.169635, 0
1587641564617,pump-1,15.889710, 0
1587641567999,pump-2,10.978238, 0
1587641569617,pump-1,35.503150, 1
1587641572999,pump-2,9.869295, 0
1587641574617,pump-1,12.338365, 0
1587641577999,pump-2,27.821695, 1
1587641579618,pump-1,10.446508, 0
1587641582999,pump-2,11.352300, 0
1587641584618,pump-1,9.274337, 0
1587641587999,pump-2,13.029382, 0
1587641589617,pump-1,9.784644, 0
1587641592999,pump-2,14.986896, 0
1587641594617,pump-1,11.166963, 0
1587641597999,pump-2,15.759260, 0
1587641599617,pump-1,12.900751, 0
1587641602999,pump-2,16.905720, 0
1587641604617,pump-1,14.176167, 0
1587641608000,pump-2,17.317034, 0
1587641609617,pump-1,15.791453, 0
1587641612999,pump-2,18.262056, 0
1587641614617,pump-1,17.121609, 0
1587641617999,pump-2,16.438996, 0
1587641619617,pump-1,15.335421, 0
1587641622999,pump-2,16.016580, 0
1587641624617,pump-1,14.572203, 0
1587641627999,pump-2,15.079092, 0
1587641629617,pump-1,13.996529, 0
1587641632999,pump-2,13.764568, 0
1587641634617,pump-1,13.289135, 0
1587641637999,pump-2,13.379765, 0
1587641639617,pump-1,12.595558, 0
1587641642999,pump-2,12.118026, 0
1587641644617,pump-1,11.327638, 0
1587641647999,pump-2,10.610930, 0
1587641649617,pump-1,10.196356, 0
1587641652999,pump-2,9.158217, 0
1587641654617,pump-1,8.955250, 0
1587641657999,pump-2,10.764222, 0
1587641659618,pump-1,10.888515, 0
1587641662999,pump-2,12.111540, 0
1587641664617,pump-1,12.131668, 0
1587641668000,pump-2,13.505341, 0
1587641669617,pump-1,13.450141, 0
1587641673000,pump-2,14.770334, 0
1587641674617,pump-1,14.950607, 0
1587641677999,pump-2,37.015691, 1
1587641679617,pump-1,16.016152, 0
1587641682999,pump-2,15.017278, 0
1587641684618,pump-1,16.816460, 0
1587641687999,pump-2,16.806983, 0
1587641689617,pump-1,17.471323, 0
1587641692999,pump-2,17.130886, 0
1587641694617,pump-1,17.290490, 0
1587641697999,pump-2,18.827003, 0
1587641699617,pump-1,16.140599, 0
1587641702999,pump-2,18.203492, 0
1587641704617,pump-1,14.882971, 0
1587641707999,pump-2,17.575813, 0
1587641709617,pump-1,13.481621, 0
1587641712999,pump-2,16.767110, 0
1587641714617,pump-1,12.159489, 0
1587641717999,pump-2,15.833318, 0
1587641719618,pump-1,11.624224, 0
1587641722999,pump-2,14.611328, 0
1587641724617,pump-1,10.607035, 0
1587641727999,pump-2,14.472764, 0
1587641729617,pump-1,10.224724, 0
1587641732999,pump-2,13.582116, 0
1587641734617,pump-1,8.410759, 0
1587641737999,pump-2,12.286257, 0
1587641739617,pump-1,8.760434, 0
1587641742999,pump-2,10.616831, 0
1587641744617,pump-1,9.509002, 0
1587641747999,pump-2,9.647000, 0
1587641749617,pump-1,10.547324, 0
1587641752999,pump-2,10.004503, 0
1587641754617,pump-1,11.474841, 0
1587641757999,pump-2,11.555475, 0
1587641759617,pump-1,11.618768, 0
1587641762999,pump-2,13.273103, 0
1587641764617,pump-1,12.196916, 0
1587641767999,pump-2,13.834674, 0
1587641769617,pump-1,13.548137, 0
1587641772999,pump-2,15.665892, 0
1587641774617,pump-1,14.709292, 0
1587641777999,pump-2,43.343500, 1
1587641779617,pump-1,15.915145, 0
1587641783000,pump-2,17.398840, 0
1587641784617,pump-1,16.619046, 0
1587641787999,pump-2,18.996941, 0
1587641789618,pump-1,18.077273, 0
1587641792999,pump-2,18.908528, 0
1587641794617,pump-1,16.643649, 0
1587641798004,pump-2,17.360153, 0
1587641799617,pump-1,15.490609, 0
1587641802999,pump-2,16.798823, 0
1587641804617,pump-1,14.081688, 0
1587641808049,pump-2,16.371270, 0
1587641809617,pump-1,12.138192, 0
1587641812999,pump-2,16.289304, 0
1587641814617,pump-1,11.925434, 0
1587641817999,pump-2,15.630586, 0
1587641819622,pump-1,11.094771, 0
1587641822999,pump-2,13.671251, 0
1587641824617,pump-1,9.677178, 0
1587641827999,pump-2,13.456307, 0
1587641829617,pump-1,9.953488, 0
1587641832999,pump-2,11.591069, 0
1587641834617,pump-1,10.797113, 0
1587641837999,pump-2,10.598301, 0
1587641839617,pump-1,11.780822, 0
1587641842999,pump-2,9.345186, 0
1587641844617,pump-1,12.059190, 0
1587641847999,pump-2,9.884231, 0
1587641849617,pump-1,12.641739, 0
1587641852999,pump-2,11.278873, 0
1587641854617,pump-1,13.136011, 0
1587641857999,pump-2,12.508070, 0
1587641859617,pump-1,14.714989, 0
1587641862999,pump-2,13.980345, 0
1587641864617,pump-1,15.793138, 0
1587641867999,pump-2,15.168387, 0
1587641869617,pump-1,15.981852, 0
1587641872999,pump-2,16.616291, 0
1587641874617,pump-1,17.615804, 0
1587641877999,pump-2,44.521612, 1
1587641879617,pump-1,17.048305, 0
1587641882999,pump-2,18.026342, 0
1587641884618,pump-1,16.721297, 0
1587641887999,pump-2,16.999949, 0
1587641889617,pump-1,15.726523, 0
1587641892999,pump-2,15.955142, 0
1587641894618,pump-1,15.541449, 0
1587641897999,pump-2,13.994825, 0
1587641899617,pump-1,15.463472, 0
1587641902999,pump-2,12.044081, 0
1587641904617,pump-1,13.589207, 0
1587641907999,pump-2,11.419806, 0
1587641909617,pump-1,13.400387, 0
1587641912999,pump-2,9.915857, 0
1587641914618,pump-1,12.189377, 0
1587641918005,pump-2,11.003632, 0
1587641919617,pump-1,10.623230, 0
1587641923000,pump-2,12.138383, 0
1587641924617,pump-1,10.562044, 0
1587641928001,pump-2,12.560623, 0
1587641929617,pump-1,9.955264, 0
1587641932999,pump-2,13.963087, 0
1587641934617,pump-1,11.303092, 0
1587641937999,pump-2,15.402151, 0
1587641939617,pump-1,12.749221, 0
1587641942999,pump-2,15.502750, 0
1587641944618,pump-1,13.280082, 0
1587641947999,pump-2,16.620555, 0
1587641949617,pump-1,14.687674, 0
1587641952999,pump-2,17.088545, 0
1587641954617,pump-1,15.544182, 0
1587641957999,pump-2,18.755944, 0
1587641959617,pump-1,17.291124, 0
1587641962999,pump-2,17.362834, 0
1587641964617,pump-1,15.436119, 0
1587641967999,pump-2,15.480941, 0
1587641969617,pump-1,13.921887, 0
1587641972999,pump-2,13.703360, 0
1587641974617,pump-1,12.649853, 0
1587641977999,pump-2,30.553841, 1
1587641979618,pump-1,11.799289, 0
1587641982999,pump-2,11.430017, 0
1587641984617,pump-1,10.063229, 0
1587641987999,pump-2,10.059966, 0
1587641989617,pump-1,9.580315, 0
1587641992999,pump-2,8.089854, 0
1587641994618,pump-1,11.537154, 0
1587641997999,pump-2,8.903033, 0
1587641999617,pump-1,12.006596, 0
1587642002999,pump-2,10.320617, 0
1587642004617,pump-1,12.554694, 0
1587642007999,pump-2,11.302787, 0
1587642009617,pump-1,14.276182, 0
1587642012999,pump-2,12.001223, 0
1587642014617,pump-1,14.733877, 0
1587642017999,pump-2,12.749711, 0
1587642019617,pump-1,15.339942, 0
1587642022999,pump-2,13.675618, 0
1587642024617,pump-1,15.984103, 0
1587642027999,pump-2,14.943334, 0
1587642029617,pump-1,16.929936, 0
1587642032999,pump-2,15.613984, 0
1587642034617,pump-1,18.879451, 0
1587642037999,pump-2,15.854393, 0
1587642039618,pump-1,17.083719, 0
1587642042999,pump-2,16.488881, 0
1587642044618,pump-1,17.012771, 0
1587642047999,pump-2,17.272557, 0
1587642049618,pump-1,16.435466, 0
1587642052999,pump-2,18.671082, 0
1587642054617,pump-1,14.987722, 0
1587642057999,pump-2,17.908933, 0
1587642059618,pump-1,14.854670, 0
1587642062999,pump-2,17.621629, 0
1587642064617,pump-1,14.648435, 0
1587642067999,pump-2,16.585733, 0
1587642069617,pump-1,13.034100, 0
1587642072999,pump-2,16.304475, 0
1587642074617,pump-1,11.874928, 0
1587642077999,pump-2,36.045829, 1
1587642079617,pump-1,11.869560, 0
1587642082999,pump-2,12.759620, 0
1587642084619,pump-1,11.623759, 0
1587642088001,pump-2,12.148715, 0
1587642089617,pump-1,9.696320, 0
1587642092999,pump-2,11.956142, 0
1587642094617,pump-1,10.985772, 0
1587642097999,pump-2,10.422689, 0
1587642099619,pump-1,11.035609, 0
1587642102999,pump-2,8.741786, 0
1587642104618,pump-1,11.559506, 0
1587642107999,pump-2,10.571119, 0
1587642109617,pump-1,13.424889, 0
1587642112999,pump-2,11.926744, 0
1587642114617,pump-1,13.862052, 0
1587642117999,pump-2,12.235618, 0
1587642119617,pump-1,14.074082, 0
1587642122999,pump-2,13.267797, 0
1587642124617,pump-1,14.945652, 0
1587642127999,pump-2,14.508509, 0
1587642129617,pump-1,15.919559, 0
1587642132999,pump-2,16.251916, 0
1587642134618,pump-1,17.847782, 0
1587642137999,pump-2,17.965573, 0
1587642139618,pump-1,17.023366, 0
1587642142999,pump-2,18.003015, 0
1587642144617,pump-1,16.130150, 0
1587642147999,pump-2,17.609140, 0
1587642149617,pump-1,15.172497, 0
1587642152999,pump-2,17.267058, 0
1587642154617,pump-1,13.866481, 0
1587642157999,pump-2,16.298122, 0
1587642159617,pump-1,12.080152, 0
1587642162999,pump-2,14.530900, 0
1587642164617,pump-1,11.319213, 0
1587642167999,pump-2,12.552206, 0
1587642169617,pump-1,10.411614, 0
1587642172999,pump-2,11.676445, 0
1587642174617,pump-1,9.949435, 0
1587642177999,pump-2,24.592387, 1
1587642179617,pump-1,11.913889, 0
1587642182999,pump-2,11.305419, 0
1587642184617,pump-1,13.376165, 0
1587642187999,pump-2,12.575391, 0
1587642189617,pump-1,13.701193, 0
1587642192999,pump-2,14.201158, 0
1587642194617,pump-1,14.041929, 0
1587642197999,pump-2,16.089237, 0
1587642199617,pump-1,15.781731, 0
1587642202999,pump-2,17.909775, 0
1587642204617,pump-1,15.793045, 0
1587642207999,pump-2,18.863341, 0
1587642209617,pump-1,16.085518, 0
1587642213017,pump-2,18.842487, 0
1587642214617,pump-1,16.190605, 0
1587642217999,pump-2,18.160999, 0
1587642219617,pump-1,17.092475, 0
1587642222999,pump-2,16.871111, 0
1587642224617,pump-1,16.857837, 0
1587642227999,pump-2,15.573440, 0
1587642229617,pump-1,16.287465, 0
1587642232999,pump-2,15.247089, 0
1587642234617,pump-1,16.067368, 0
1587642237999,pump-2,14.315170, 0
1587642239617,pump-1,15.391514, 0
1587642242999,pump-2,12.947068, 0
1587642244617,pump-1,14.946111, 0
1587642248000,pump-2,11.924572, 0
1587642249618,pump-1,13.999659, 0
1587642252999,pump-2,9.975621, 0
1587642254617,pump-1,12.598242, 0
1587642257999,pump-2,11.329305, 0
1587642259617,pump-1,12.013986, 0
1587642262999,pump-2,12.628170, 0
1587642264617,pump-1,10.965016, 0
1587642267999,pump-2,12.985990, 0
1587642269617,pump-1,9.889732, 0
